Type of crime,id,Year,Number of cases,"Rate per 100,000 people"
Murder,Johor,2018,43,1.12
Murder,Kedah,2018,9,0.41
Murder,Kelantan,2018,6,0.32
Murder,Kuala Lumpur,2018,33,1.67
Murder,Melaka,2018,13,1.39
Murder,Negeri Sembilan,2018,9,0.79
Murder,Pahang,2018,8,0.47
Murder,Perak,2018,33,1.28
Murder,Perlis,2018,1,0.39
Murder,Penang,2018,21,1.19
Murder,Sabah,2018,37,0.92
Murder,Sarawak,2018,17,0.6
Murder,Selangor,2018,91,1.4
Murder,Terengganu,2018,2,0.16
