Type of crime,id,Year,Number of cases,"Rate per 100,000 people"
Rape,Johor,2017,196,5.2
Rape,Kedah,2017,119,5.47
Rape,Kelantan,2017,114,6.17
Rape,Kuala Lumpur,2017,132,6.76
Rape,Melaka,2017,69,7.49
Rape,Negeri Sembilan,2017,91,8.06
Rape,Pahang,2017,163,9.71
Rape,Perak,2017,95,3.73
Rape,Perlis,2017,30,11.7
Rape,Penang,2017,80,4.58
Rape,Sabah,2017,211,5.34
Rape,Sarawak,2017,150,5.38
Rape,Selangor,2017,321,5.01
Rape,Terengganu,2017,64,5.24
