Type of crime,id,Year,Number of cases,"Rate per 100,000 people"
Rape,Johor,2018,187,4.89
Rape,Kedah,2018,119,5.39
Rape,Kelantan,2018,101,5.36
Rape,Kuala Lumpur,2018,112,5.68
Rape,Melaka,2018,51,5.46
Rape,Negeri Sembilan,2018,97,8.5
Rape,Pahang,2018,109,6.4
Rape,Perak,2018,104,4.05
Rape,Perlis,2018,30,11.58
Rape,Penang,2018,72,4.07
Rape,Sabah,2018,178,4.43
Rape,Sarawak,2018,131,4.63
Rape,Selangor,2018,294,4.52
Rape,Terengganu,2018,63,5.06
